C.brenneri WBID,C.brenneri assignment (CN),C.briggsae WBID,C.briggsae assignment (CN),C.remanei WBID,C.remanei assignment (CN)
WBGene00190619,A,WBGene00041756,A,WBGene00052438,A
WBGene00190627,A,WBGene00029053,A,WBGene00055226,A
WBGene00190628,A,WBGene00041410,A,WBGene00061838,A
WBGene00190632,ambiguous,WBGene00040095,A,WBGene00068328,short
WBGene00190635,A,WBGene00033886,A,WBGene00054360,A
WBGene00190636,A,WBGene00027302,A,WBGene00056932,A
WBGene00190637,A,WBGene00027778,X,WBGene00058736,X
WBGene00190645,A,WBGene00040771,A,WBGene00060496,A
WBGene00190648,X,WBGene00025231,X,WBGene00058156,X
WBGene00190650,A,WBGene00025733,A,WBGene00053699,A
WBGene00190680,A,WBGene00027194,A,WBGene00064379,A
WBGene00190681,A,WBGene00033659,A,WBGene00056190,A
WBGene00190689,A,WBGene00032707,A,WBGene00064350,A
WBGene00190694,A,WBGene00034121,A,WBGene00053772,A
WBGene00190700,A,WBGene00025574,A,WBGene00053982,A
WBGene00190701,A,WBGene00039523,A,WBGene00057946,A
WBGene00190708,X,WBGene00036330,X,WBGene00063247,X
WBGene00190711,A,WBGene00032783,A,WBGene00067906,A
WBGene00190724,A,WBGene00038814,A,WBGene00054568,A
WBGene00190768,X,WBGene00027588,X,WBGene00051532,X
WBGene00190784,A,WBGene00037107,X,WBGene00052774,A
WBGene00190812,A,WBGene00032536,A,WBGene00052935,A
WBGene00190818,short,WBGene00026209,A,WBGene00071914,A
WBGene00190822,A,WBGene00041583,A,WBGene00064732,A
WBGene00190828,ambiguous,WBGene00030995,A,WBGene00058949,A
WBGene00190836,X,WBGene00035696,X,WBGene00065547,X
WBGene00190837,A,WBGene00027677,A,WBGene00060958,A
WBGene00190840,A,WBGene00033280,A,WBGene00060053,A
WBGene00190846,A,WBGene00025677,A,WBGene00054079,A
WBGene00190884,A,WBGene00026173,A,WBGene00053208,A
WBGene00190903,A,WBGene00040858,A,WBGene00078388,A
WBGene00190910,X,WBGene00029598,X,WBGene00058572,X
WBGene00190914,A,WBGene00040245,A,WBGene00072893,A
WBGene00190931,X,WBGene00023561,X,WBGene00051173,X
WBGene00190937,A,WBGene00032491,A,WBGene00052995,A
WBGene00190939,A,WBGene00040128,A,WBGene00068836,A
WBGene00190940,A,WBGene00040018,A,WBGene00069185,A
WBGene00190964,A,WBGene00025710,A,WBGene00053727,A
WBGene00190989,A,WBGene00038569,A,WBGene00057684,A
WBGene00190992,A,WBGene00024871,A,WBGene00059542,A
WBGene00191003,A,WBGene00039714,A,WBGene00057589,A
WBGene00191012,A,WBGene00031097,A,WBGene00059062,A
WBGene00191027,A,WBGene00032787,A,WBGene00067903,A
WBGene00191030,X,WBGene00034993,X,WBGene00077847,X
WBGene00191050,A,WBGene00025799,A,WBGene00053634,A
WBGene00191059,A,WBGene00028273,A,WBGene00062452,A
WBGene00191070,A,WBGene00086813,A,WBGene00056360,A
WBGene00191071,A,WBGene00037509,A,WBGene00082224,A
WBGene00191075,A,WBGene00031157,A,WBGene00065058,A
WBGene00191081,A,WBGene00037619,A,WBGene00062971,A
WBGene00191092,A,WBGene00024966,A,WBGene00062766,A
WBGene00191098,A,WBGene00028576,A,WBGene00066268,A
WBGene00191102,A,WBGene00025568,A,WBGene00057264,A
WBGene00191104,A,WBGene00033984,A,WBGene00055908,A
WBGene00191134,A,WBGene00030644,A,WBGene00055628,A
WBGene00191150,A,WBGene00033385,A,WBGene00059937,A
WBGene00191170,X,WBGene00029994,X,WBGene00060259,X
WBGene00191180,A,WBGene00024101,A,WBGene00053185,A
WBGene00191183,A,WBGene00025770,A,WBGene00053650,A
WBGene00191195,A,WBGene00037388,A,WBGene00062129,A
WBGene00191211,X,WBGene00034744,X,WBGene00052031,X
WBGene00191216,A,WBGene00033235,A,WBGene00064065,A
WBGene00191224,A,WBGene00037088,A,WBGene00055428,A
WBGene00191230,X,WBGene00023591,X,WBGene00051141,X
WBGene00191248,A,WBGene00032565,A,WBGene00052908,A
WBGene00191262,A,WBGene00036436,A,WBGene00054639,A
WBGene00191264,A,WBGene00025979,A,WBGene00053432,A
WBGene00191287,A,WBGene00030347,A,WBGene00052622,A
WBGene00191298,A,WBGene00040596,A,WBGene00069901,A
WBGene00191303,A,WBGene00028970,A,WBGene00052768,A
WBGene00191305,A,WBGene00029030,A,WBGene00055261,A
WBGene00191313,ambiguous,WBGene00039692,A,WBGene00057611,A
WBGene00191336,A,WBGene00032659,A,WBGene00064811,A
WBGene00191338,A,WBGene00037849,A,WBGene00084602,A
WBGene00191354,A,WBGene00033540,A,WBGene00070520,A
WBGene00191357,X,WBGene00036972,X,WBGene00058267,X
WBGene00191359,A,WBGene00025522,A,WBGene00057308,A
WBGene00191363,short,WBGene00024362,A,WBGene00061078,A
WBGene00191373,short,WBGene00040772,A,WBGene00060495,A
WBGene00191377,A,WBGene00032698,A,WBGene00064341,A
WBGene00191386,A,WBGene00033483,A,WBGene00064280,A
WBGene00191391,A,WBGene00033243,A,WBGene00071541,A
WBGene00191392,X,WBGene00029562,X,WBGene00058529,X
WBGene00191404,A,WBGene00037754,A,WBGene00055825,A
WBGene00191412,A,WBGene00024332,A,WBGene00067253,A
WBGene00191421,X,WBGene00029667,X,WBGene00058647,X
WBGene00191427,A,WBGene00034350,A,WBGene00056378,A
WBGene00191431,A,WBGene00041282,A,WBGene00063781,A
WBGene00191437,A,WBGene00027088,A,WBGene00059257,A
WBGene00191456,A,WBGene00031130,A,WBGene00059106,A
WBGene00191461,A,WBGene00026811,A,WBGene00066594,A
WBGene00191467,A,WBGene00041517,A,WBGene00066216,A
WBGene00191469,A,WBGene00030046,A,WBGene00070006,A
WBGene00191478,short,WBGene00035279,A,WBGene00060371,A
WBGene00191483,A,WBGene00032319,A,WBGene00054172,A
WBGene00191495,A,WBGene00033885,A,WBGene00054361,A
WBGene00191501,A,WBGene00037748,A,WBGene00055830,A
WBGene00191503,A,WBGene00035659,A,WBGene00070344,A
WBGene00191510,ambiguous,WBGene00034191,A,WBGene00053770,A
WBGene00191518,A,WBGene00030728,A,WBGene00055564,A
WBGene00191530,A,WBGene00036444,A,WBGene00057711,A
WBGene00191542,A,WBGene00030201,A,WBGene00086055,A
WBGene00191546,A,WBGene00037531,A,WBGene00061749,A
WBGene00191549,A,WBGene00024576,A,WBGene00056729,A
WBGene00191551,ambiguous,WBGene00038599,A,WBGene00062870,A
WBGene00191556,A,WBGene00028496,A,WBGene00066346,A
WBGene00191559,A,WBGene00032354,A,WBGene00054217,A
WBGene00191562,X,WBGene00037052,X,WBGene00058342,X
WBGene00191573,A,WBGene00032418,A,WBGene00053066,A
WBGene00191577,A,WBGene00033037,A,WBGene00062315,A
WBGene00191580,ambiguous,WBGene00034046,A,WBGene00063053,A
WBGene00191585,A,WBGene00038486,A,WBGene00066842,A
WBGene00191596,A,WBGene00035269,A,WBGene00060377,A
WBGene00191608,A,WBGene00036655,A,WBGene00071890,A
WBGene00191610,A,WBGene00030774,A,WBGene00055471,A
WBGene00191614,A,WBGene00033589,A,WBGene00068999,A
WBGene00191641,A,WBGene00039910,A,WBGene00054434,A
WBGene00191643,short,WBGene00039707,A,WBGene00057595,A
WBGene00191649,X,WBGene00025251,X,WBGene00071047,X
WBGene00191664,A,WBGene00038872,A,WBGene00055445,A
WBGene00191671,A,WBGene00031186,A,WBGene00065055,A
WBGene00191681,A,WBGene00037530,A,WBGene00061747,A
WBGene00191702,A,WBGene00030905,A,WBGene00085691,A
WBGene00191707,ambiguous,WBGene00026941,A,WBGene00057131,A
WBGene00191709,A,WBGene00039133,A,WBGene00070285,A
WBGene00191716,A,WBGene00035261,A,WBGene00060388,A
WBGene00191722,A,WBGene00025400,A,WBGene00057431,A
WBGene00191737,X,WBGene00036582,X,WBGene00051311,X
WBGene00191739,X,WBGene00041266,X,WBGene00065513,X
WBGene00191754,A,WBGene00033099,A,WBGene00083069,A
WBGene00191756,X,WBGene00025176,X,WBGene00058214,X
WBGene00191761,A,WBGene00041728,A,WBGene00052411,A
WBGene00191764,X,WBGene00032178,X,WBGene00051401,X
WBGene00191765,A,WBGene00038838,A,WBGene00055475,A
WBGene00191794,A,WBGene00039970,A,WBGene00055397,A
WBGene00191795,X,WBGene00029564,X,WBGene00058531,X
WBGene00191806,A,WBGene00023893,A,WBGene00053964,A
WBGene00191814,X,WBGene00029567,X,WBGene00058536,X
WBGene00191815,A,WBGene00033376,A,WBGene00059948,A
WBGene00191824,A,WBGene00024330,A,WBGene00080282,A
WBGene00191825,A,WBGene00035638,A,WBGene00070690,A
WBGene00191839,A,WBGene00025467,A,WBGene00057356,A
WBGene00191842,A,WBGene00023814,A,WBGene00069547,A
WBGene00191848,A,WBGene00024752,A,WBGene00053096,A
WBGene00191863,A,WBGene00034039,A,WBGene00063061,A
WBGene00191873,A,WBGene00030081,A,WBGene00070430,A
WBGene00191881,A,WBGene00039906,A,WBGene00054431,A
WBGene00191887,A,WBGene00037876,A,WBGene00064987,A
WBGene00191909,X,WBGene00036328,X,WBGene00063245,X
WBGene00191910,A,WBGene00038487,A,WBGene00066841,A
WBGene00191922,A,WBGene00037512,A,WBGene00061732,A
WBGene00191924,A,WBGene00039805,A,WBGene00054473,A
WBGene00191940,A,WBGene00038953,A,WBGene00060844,A
WBGene00191942,A,WBGene00024644,A,WBGene00056779,A
WBGene00191948,A,WBGene00041412,A,WBGene00061836,A
WBGene00191954,A,WBGene00042746,no.read,WBGene00070058,A
WBGene00191956,A,WBGene00029142,A,WBGene00064696,A
WBGene00191991,A,WBGene00040033,A,WBGene00069197,A
WBGene00192006,A,WBGene00028274,A,WBGene00081057,A
WBGene00192015,A,WBGene00032490,A,WBGene00052996,A
WBGene00192027,A,WBGene00031294,A,WBGene00054840,A
WBGene00192028,A,WBGene00035657,A,WBGene00070338,A
WBGene00192041,A,WBGene00029101,A,WBGene00055184,A
WBGene00192050,A,WBGene00041948,no.read,WBGene00054763,A
WBGene00192059,X,WBGene00027604,X,WBGene00051514,X
WBGene00192092,A,WBGene00037510,A,WBGene00061730,A
WBGene00192107,X,WBGene00036612,X,WBGene00051284,X
WBGene00192118,A,WBGene00031286,A,WBGene00054833,A
WBGene00192122,A,WBGene00031073,A,WBGene00059039,A
WBGene00192145,A,WBGene00037983,A,WBGene00057739,A
WBGene00192173,short,WBGene00035255,A,WBGene00060391,A
WBGene00192184,A,WBGene00038293,A,WBGene00052213,A
WBGene00192193,A,WBGene00032686,A,WBGene00070409,A
WBGene00192194,A,WBGene00033036,A,WBGene00062314,A
WBGene00192212,A,WBGene00024467,A,WBGene00067987,A
WBGene00192219,A,WBGene00038372,A,WBGene00071817,A
WBGene00192226,A,WBGene00042248,A,WBGene00055655,A
WBGene00192228,A,WBGene00033207,A,WBGene00062438,A
WBGene00192229,A,WBGene00040420,A,WBGene00063855,A
WBGene00192242,A,WBGene00034600,A,WBGene00071077,A
WBGene00192243,A,WBGene00033981,A,WBGene00055904,A
WBGene00192260,A,WBGene00042147,A,WBGene00071439,A
WBGene00192263,A,WBGene00034257,A,WBGene00071884,A
WBGene00192266,A,WBGene00039905,A,WBGene00054430,A
WBGene00192268,A,WBGene00032847,A,WBGene00067886,A
WBGene00192285,A,WBGene00031485,A,WBGene00055021,A
WBGene00192293,A,WBGene00034293,A,WBGene00071876,ambiguous
WBGene00192296,A,WBGene00028934,A,WBGene00052806,A
WBGene00192299,A,WBGene00030207,A,WBGene00072816,ambiguous
WBGene00192302,A,WBGene00027336,A,WBGene00056964,A
WBGene00192306,X,WBGene00032190,X,WBGene00051388,X
WBGene00192313,X,WBGene00030010,X,WBGene00060278,X
WBGene00192319,A,WBGene00027967,A,WBGene00063544,A
WBGene00192328,A,WBGene00033248,A,WBGene00064102,A
WBGene00192330,A,WBGene00026810,A,WBGene00066595,A
WBGene00192362,A,WBGene00040877,A,WBGene00060410,A
WBGene00192384,A,WBGene00027662,A,WBGene00060918,A
WBGene00192417,X,WBGene00036304,X,WBGene00063221,X
WBGene00192423,X,WBGene00032224,X,WBGene00051355,X
WBGene00192426,A,WBGene00031501,A,WBGene00055041,A
WBGene00192442,A,WBGene00034216,A,WBGene00071256,A
WBGene00192447,A,WBGene00032267,A,WBGene00062227,A
WBGene00192464,A,WBGene00031252,A,WBGene00068958,A
WBGene00192472,A,WBGene00032366,A,WBGene00054236,A
WBGene00192515,A,WBGene00041766,A,WBGene00052449,A
WBGene00192521,A,WBGene00041729,A,WBGene00052412,A
WBGene00192523,A,WBGene00024305,A,WBGene00067202,A
WBGene00192524,A,WBGene00025965,A,WBGene00053455,A
WBGene00192529,A,WBGene00032338,A,WBGene00054194,A
WBGene00192532,ambiguous,WBGene00039661,A,WBGene00057575,A
WBGene00192554,A,WBGene00038356,A,WBGene00052293,A
WBGene00192576,X,WBGene00027761,X,WBGene00058750,X
WBGene00192582,ambiguous,WBGene00042259,A,WBGene00061420,A
WBGene00192587,A,WBGene00033205,A,WBGene00062436,A
WBGene00192590,A,WBGene00033206,A,WBGene00062437,A
WBGene00192597,A,WBGene00032596,A,WBGene00052875,A
WBGene00192598,X,WBGene00036982,X,WBGene00058276,X
WBGene00192599,X,WBGene00036189,X,WBGene00077323,X
WBGene00192600,A,WBGene00028907,A,WBGene00058141,A
WBGene00192610,A,WBGene00087000,A,WBGene00077927,A
WBGene00192611,X,WBGene00027616,X,WBGene00051501,X
WBGene00192618,A,WBGene00025503,A,WBGene00057323,A
WBGene00192620,X,WBGene00034998,X,WBGene00051787,X
WBGene00192622,A,WBGene00031300,A,WBGene00054845,A
WBGene00192634,X,WBGene00029983,X,WBGene00060243,X
WBGene00192639,A,WBGene00041570,A,WBGene00072322,A
WBGene00192640,A,WBGene00030400,A,WBGene00052684,A
WBGene00192650,A,WBGene00026759,A,WBGene00071248,A
WBGene00192655,A,WBGene00032590,A,WBGene00052883,A
WBGene00192656,A,WBGene00031051,A,WBGene00059008,A
WBGene00192664,A,WBGene00026816,A,WBGene00066600,A
WBGene00192672,A,WBGene00024904,A,WBGene00062824,A
WBGene00192674,A,WBGene00041947,no.read,WBGene00054762,A
WBGene00192684,A,WBGene00032394,A,WBGene00054140,A
WBGene00192691,X,WBGene00025179,X,WBGene00058208,X
WBGene00192695,A,WBGene00031069,A,WBGene00059034,A
WBGene00192701,A,WBGene00033434,A,WBGene00060082,A
WBGene00192702,X,WBGene00037009,X,WBGene00058303,X
WBGene00192718,A,WBGene00027964,A,WBGene00069816,A
WBGene00192735,A,WBGene00033858,A,WBGene00054400,A
WBGene00192754,ambiguous,WBGene00032363,A,WBGene00054230,A
WBGene00192756,A,WBGene00038204,A,WBGene00052120,A
WBGene00192767,A,WBGene00040791,A,WBGene00078386,A
WBGene00192769,A,WBGene00031312,A,WBGene00054856,A
WBGene00192774,X,WBGene00030031,X,WBGene00060316,X
WBGene00192775,A,WBGene00041861,A,WBGene00052559,A
WBGene00192779,A,WBGene00024892,A,WBGene00062839,A
WBGene00192780,ambiguous,WBGene00042718,A,WBGene00061004,A
WBGene00192803,A,WBGene00040601,A,WBGene00069905,A
WBGene00192807,A,WBGene00042688,A,WBGene00055722,A
WBGene00192815,A,WBGene00024744,A,WBGene00053088,A
WBGene00192825,X,WBGene00035006,X,WBGene00051779,X
WBGene00192832,A,WBGene00024045,A,WBGene00053876,A
WBGene00192847,A,WBGene00026701,A,WBGene00066735,A
WBGene00192849,short,WBGene00028529,A,WBGene00066309,A
WBGene00192855,A,WBGene00031103,A,WBGene00059069,A
WBGene00192863,A,WBGene00033865,A,WBGene00054409,A
WBGene00192869,A,WBGene00041453,A,WBGene00061869,A
WBGene00192874,ambiguous,WBGene00040110,A,WBGene00068315,A
WBGene00192877,A,WBGene00035349,A,WBGene00056411,A
WBGene00192878,A,WBGene00033463,A,WBGene00064245,A
WBGene00192881,X,WBGene00041276,X,WBGene00065529,X
WBGene00192882,A,WBGene00027985,A,WBGene00063575,A
WBGene00192886,A,WBGene00025603,A,WBGene00054009,A
WBGene00192898,A,WBGene00023777,A,WBGene00069530,A
WBGene00192899,X,WBGene00034907,X,WBGene00051856,X
WBGene00192902,X,WBGene00036310,X,WBGene00063227,X
WBGene00192913,X,WBGene00025102,X,WBGene00063144,X
WBGene00192921,A,WBGene00031293,A,WBGene00054839,A
WBGene00192923,short,WBGene00033547,A,WBGene00068979,A
WBGene00192924,A,WBGene00037751,A,WBGene00055828,A
WBGene00192926,A,WBGene00033500,A,WBGene00064300,A
WBGene00192927,A,WBGene00040770,A,WBGene00060497,A
WBGene00192928,A,WBGene00033614,A,WBGene00056147,A
WBGene00192930,A,WBGene00030893,A,WBGene00058844,A
WBGene00192937,A,WBGene00028974,A,WBGene00061044,A
WBGene00192938,A,WBGene00031292,A,WBGene00054838,A
WBGene00192939,A,WBGene00034568,A,WBGene00071900,A
WBGene00192941,A,WBGene00040705,A,WBGene00072789,A
WBGene00192947,X,WBGene00029659,X,WBGene00058641,X
WBGene00192973,A,WBGene00034631,A,WBGene00067736,A
WBGene00192974,A,WBGene00039839,A,WBGene00054514,A
WBGene00193002,A,WBGene00030564,A,WBGene00057983,A
WBGene00193004,A,WBGene00038535,A,WBGene00072386,A
WBGene00193012,A,WBGene00039017,A,WBGene00063963,A
WBGene00193018,A,WBGene00032604,A,WBGene00052870,A
WBGene00193023,A,WBGene00031297,A,WBGene00085249,A
WBGene00193028,X,WBGene00029599,X,WBGene00058573,X
WBGene00193030,A,WBGene00040697,A,WBGene00072013,A
WBGene00193032,A,WBGene00038655,A,WBGene00062952,A
WBGene00193034,A,WBGene00033465,A,WBGene00064247,A
WBGene00193067,A,WBGene00038875,A,WBGene00060894,A
WBGene00193075,X,WBGene00023638,X,WBGene00051089,X
WBGene00193078,A,WBGene00039766,A,WBGene00054445,A
WBGene00193082,A,WBGene00029213,A,WBGene00071359,A
WBGene00193108,A,WBGene00028886,A,WBGene00062083,A
WBGene00193109,A,WBGene00033982,A,WBGene00055906,A
WBGene00193119,A,WBGene00030321,A,WBGene00052596,A
WBGene00193125,A,WBGene00039861,A,WBGene00054536,A
WBGene00193128,A,WBGene00029215,A,WBGene00071357,A
WBGene00193130,X,WBGene00029704,X,WBGene00058682,X
WBGene00193132,A,WBGene00039361,A,WBGene00056049,A
WBGene00193160,X,WBGene00029435,X,WBGene00065303,X
WBGene00193163,A,WBGene00032640,A,WBGene00052829,A
WBGene00193164,A,WBGene00038357,A,WBGene00052294,A
WBGene00193180,A,WBGene00026391,A,WBGene00068820,A
WBGene00193193,X,WBGene00036616,X,WBGene00051278,X
WBGene00193200,A,WBGene00025886,A,WBGene00053545,A
WBGene00193212,A,WBGene00032617,A,WBGene00052855,A
WBGene00193225,A,WBGene00031305,A,WBGene00054850,A
WBGene00193230,A,WBGene00036550,A,WBGene00054780,A
WBGene00193234,A,WBGene00039964,A,WBGene00055384,A
WBGene00193236,A,WBGene00033213,A,WBGene00062442,A
WBGene00193237,A,WBGene00034569,A,WBGene00071899,A
WBGene00193245,A,WBGene00032688,A,WBGene00070411,A
WBGene00193249,A,WBGene00026689,A,WBGene00070229,A
WBGene00193256,A,WBGene00035168,X,WBGene00051609,X
WBGene00193270,A,WBGene00027852,A,WBGene00067065,A
WBGene00193282,A,WBGene00041811,A,WBGene00052500,A
WBGene00193286,A,WBGene00028572,A,WBGene00066272,A
WBGene00193315,A,WBGene00040780,A,WBGene00060487,A
WBGene00193321,A,WBGene00041724,A,WBGene00052407,A
WBGene00193328,A,WBGene00039224,A,WBGene00070958,A
WBGene00193329,A,WBGene00024361,A,WBGene00061077,A
WBGene00193344,A,WBGene00034131,A,WBGene00053754,A
WBGene00193348,X,WBGene00035055,X,WBGene00051727,X
WBGene00193376,A,WBGene00041174,A,WBGene00063711,A
WBGene00193397,A,WBGene00031357,A,WBGene00054889,A
WBGene00193402,A,WBGene00040210,A,WBGene00067013,A
WBGene00193408,A,WBGene00025696,A,WBGene00054104,A
WBGene00193409,A,WBGene00030753,A,WBGene00055580,A
WBGene00193413,A,WBGene00035598,A,WBGene00064868,A
WBGene00193415,short,WBGene00025575,A,WBGene00053983,A
WBGene00193420,A,WBGene00030322,A,WBGene00052597,A
WBGene00193438,A,WBGene00031054,A,WBGene00059011,A
WBGene00193448,A,WBGene00039333,A,WBGene00067468,A
WBGene00193449,A,WBGene00041603,A,WBGene00064747,A
WBGene00193460,short,WBGene00026134,A,WBGene00053256,A
WBGene00193461,A,WBGene00026177,A,WBGene00053203,A
WBGene00193479,A,WBGene00030908,A,WBGene00058859,A
WBGene00193483,A,WBGene00030486,A,WBGene00060867,A
WBGene00193498,A,WBGene00023698,A,WBGene00065449,A
WBGene00193507,A,WBGene00040060,A,WBGene00061930,A
WBGene00193518,A,WBGene00031067,A,WBGene00059032,A
WBGene00193520,A,WBGene00027995,A,WBGene00063530,A
WBGene00193521,A,WBGene00035617,A,WBGene00061532,A
WBGene00193522,A,WBGene00038075,A,WBGene00055961,A
WBGene00193527,A,WBGene00026394,A,WBGene00062367,A
WBGene00193528,A,WBGene00041723,A,WBGene00052406,A
WBGene00193529,A,WBGene00031156,A,WBGene00065086,A
WBGene00193532,A,WBGene00041693,A,WBGene00052304,A
WBGene00193534,A,WBGene00039933,A,WBGene00072307,A
WBGene00193539,X,WBGene00032205,X,WBGene00051372,X
WBGene00193540,A,WBGene00040774,A,WBGene00060493,A
WBGene00193547,A,WBGene00033183,A,WBGene00062414,A
WBGene00193549,A,WBGene00031256,A,WBGene00068954,A
WBGene00193554,A,WBGene00031288,A,WBGene00054835,A
WBGene00193561,A,WBGene00033356,A,WBGene00059970,A
WBGene00193573,X,WBGene00035049,X,WBGene00051733,X
WBGene00193577,ambiguous,WBGene00033856,A,WBGene00054398,A
WBGene00193581,A,WBGene00028278,A,WBGene00074441,ambiguous
WBGene00193589,X,WBGene00027796,X,WBGene00058725,X
WBGene00193590,A,WBGene00033812,A,WBGene00057683,A
WBGene00193591,ambiguous,WBGene00025542,A,WBGene00057285,A
WBGene00193596,A,WBGene00032982,A,WBGene00056462,A
WBGene00193603,X,WBGene00035790,A,WBGene00060163,X
WBGene00193615,X,WBGene00025103,X,WBGene00063145,X
WBGene00193620,A,WBGene00024326,A,WBGene00067224,A
WBGene00193629,X,WBGene00035001,X,WBGene00051784,X
WBGene00193631,A,WBGene00038091,A,WBGene00071556,A
WBGene00193636,A,WBGene00038840,A,WBGene00055477,A
WBGene00193645,A,WBGene00030388,A,WBGene00052677,A
WBGene00193650,A,WBGene00032699,A,WBGene00064342,A
WBGene00193652,A,WBGene00024052,A,WBGene00053871,A
WBGene00193665,A,WBGene00026715,A,WBGene00071111,A
WBGene00193671,A,WBGene00032506,A,WBGene00052973,A
WBGene00193703,A,WBGene00034258,A,WBGene00071881,A
WBGene00193705,A,WBGene00023822,A,WBGene00069559,A
WBGene00193707,A,WBGene00039375,A,WBGene00056040,A
WBGene00193711,A,WBGene00030894,A,WBGene00058845,A
WBGene00193713,A,WBGene00026435,A,WBGene00061574,A
WBGene00193714,X,WBGene00029965,X,WBGene00060222,X
WBGene00193716,A,WBGene00031562,A,WBGene00055095,A
WBGene00193724,A,WBGene00035253,A,WBGene00060397,A
WBGene00193732,X,WBGene00027166,X,WBGene00058429,X
WBGene00193756,short,WBGene00025819,A,WBGene00053607,A
WBGene00193757,A,WBGene00033809,A,WBGene00057686,A
WBGene00193760,X,WBGene00034969,X,WBGene00051812,X
WBGene00193765,A,WBGene00031090,A,WBGene00059054,A
WBGene00193774,A,WBGene00028311,A,WBGene00075824,A
WBGene00193777,A,WBGene00030906,A,WBGene00058857,A
WBGene00193787,X,WBGene00029652,X,WBGene00058630,X
WBGene00193788,A,WBGene00042249,A,WBGene00055654,A
WBGene00193791,X,WBGene00029925,X,WBGene00060174,X
WBGene00193797,A,WBGene00038562,A,WBGene00077006,A
WBGene00193800,A,WBGene00039207,A,WBGene00077424,A
WBGene00193806,A,WBGene00037749,A,WBGene00055829,A
WBGene00193810,X,WBGene00036999,X,WBGene00058292,X
WBGene00193813,A,WBGene00026346,A,WBGene00062675,A
WBGene00193820,A,WBGene00024807,A,WBGene00059465,A
WBGene00193821,A,WBGene00030900,A,WBGene00058851,A
WBGene00193841,A,WBGene00031012,A,WBGene00058973,A
WBGene00193843,A,WBGene00037671,A,WBGene00061643,A
WBGene00193856,X,WBGene00029995,X,WBGene00060260,X
WBGene00193858,X,WBGene00037014,X,WBGene00058307,X
WBGene00193866,A,WBGene00036531,A,WBGene00054748,A
WBGene00193868,short,WBGene00024985,A,WBGene00072763,A
WBGene00193889,X,WBGene00025226,X,WBGene00058162,X
WBGene00193900,A,WBGene00038871,A,WBGene00055447,A
WBGene00193905,A,WBGene00038017,A,WBGene00063816,A
WBGene00193910,A,WBGene00029149,A,WBGene00072000,A
WBGene00193923,X,WBGene00036160,X,WBGene00059755,X
WBGene00193929,A,WBGene00024065,A,WBGene00053813,A
WBGene00193961,A,WBGene00030203,A,WBGene00064567,A
